talk_id,url,title,description,film_date,duration,views,main_tag,speaker_id,laughter_count,applause_count,language,event_id
1624,https://www.ted.com/talks/jeff_smith_lessons_in_business_from_prison,Lessons in business ... from prison,Jeff Smith spent a year in prison. But what he discovered inside wasn't what he expected -- he saw in his fellow inmates boundless ingenuity and business savvy. He asks: Why don't we tap this entrepreneurial potential to help ex-prisoners contribute to society once they're back outside? (From the TED Talent Search event TED@NewYork.),2012-06-07,300,1352294,business,1446,1.0,1.0,English,63
1619,https://www.ted.com/talks/sleepy_man_banjo_boys_teen_wonders_play_bluegrass,Teen wonders play bluegrass,"Brothers Jonny, Robbie and Tommy Mizzone are The Sleepy Man Banjo Boys, a trio of virtuoso bluegrass musicians who play with dazzling vivacity. Did we mention they're all under 16?",2012-06-07,302,2530632,entertainment,1439,0.0,4.0,English,63
1603,https://www.ted.com/talks/hannah_brencher_love_letters_to_strangers,Love letters to strangers,"Hannah Brencher's mother always wrote her letters. So when she felt herself bottom into depression after college, she did what felt natural -- she wrote love letters and left them for strangers to find. The act has become a global initiative, The World Needs More Love Letters, which rushes handwritten letters to those in need of a boost.",2012-06-07,292,3950286,culture,1436,1.0,2.0,English,63
1779,https://www.ted.com/talks/joel_selanikio_the_big_data_revolution_in_health_care,The big-data revolution in health care,"Collecting global health data is an imperfect science: Workers tramp through villages to knock on doors and ask questions, write the answers on paper forms, then input the data -- and from this messy, gappy information, countries and NGOs need to make huge decisions. Data geek Joel Selanikio talks through the sea change in collecting health data in the past decade -- starting with the PalmPilot and Hotmail, and now moving into the cloud.",2013-02-09,978,765488,technology,1662,1.0,1.0,English,138
1480,https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates,Lessons from death row inmates,"What happens before a murder? In looking for ways to reduce death penalty cases, David R. Dow realized that a surprising number of death row inmates had similar biographies. In this talk he proposes a bold plan, one that prevents murders in the first place.",2012-02-11,1096,4254095,global issues,1376,1.0,1.0,English,138
1507,https://www.ted.com/talks/todd_humphreys_how_to_fool_a_gps,How to fool a GPS,"Todd Humphreys forecasts the near-future of geolocation when millimeter-accurate GPS ""dots"" will enable you to find pin-point locations, index-search your physical possessions ... or to track people without their knowledge. And the response to the sinister side of this technology may have unintended consequences of its own.",2012-02-11,945,810823,technology,1387,5.0,1.0,English,138
1452,https://www.ted.com/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief,"Cheap, effective shelter for disaster relief","Michael McDaniel designed housing for disaster relief zones -- inexpensive, easy to transport, even beautiful – but found that no one was willing to build it. Persistent and obsessed, he decided to go it alone. At TEDxAustin, McDaniel show us his Exo Reaction Housing Solution, and asks us to prepare for the next natural disaster.",2012-02-11,470,317300,global issues,1356,6.0,1.0,English,138
1805,https://www.ted.com/talks/daniel_h_cohen_for_argument_s_sake,For argument's sake,"Why do we argue? To out-reason our opponents, prove them wrong, and, most of all, to win! Right? Philosopher Daniel H. Cohen shows how our most common form of argument -- a war in which one person must win and the other must lose -- misses out on the real benefits of engaging in active disagreement.",2013-02-23,575,1772575,culture,1673,0.0,1.0,English,168
1801,https://www.ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge,"Spider-Man, The Lion King and life on the creative edge","Showing spectacular clips from productions such as Frida, The Tempest and The Lion King, director Julie Taymor describes a life spent immersed in theater and the movies. Filmed right as controversy over her Broadway production of Spider-Man: Turn Off the Dark was at its peak, she candidly describes the tensions inherent within her creative process, as she strives both to capture the essence of a story--and produce images and experiences unlike anything else.",2011-03-02,1108,1079078,creativity,245,1.0,4.0,English,40
1308,https://www.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness,The quest to understand consciousness,Every morning we wake up and regain consciousness -- that is a marvelous fact -- but what exactly is it that we regain? Neuroscientist Antonio Damasio uses this simple question to give us a glimpse into how our brains create our sense of self.,2011-03-02,1122,2327532,science,884,0.0,1.0,English,40
1304,https://www.ted.com/talks/homaro_cantu_ben_roche_cooking_as_alchemy,Cooking as alchemy,"Homaro Cantu and Ben Roche come from Moto, a Chicago restaurant that plays with new ways to cook and eat food. But beyond the fun and flavor-tripping, there's a serious intent: Can we use new food technology for good?",2011-03-01,574,979301,culture,909,5.0,2.0,English,40
1286,https://www.ted.com/talks/damon_horowitz_philosophy_in_prison,Philosophy in prison,"Damon Horowitz teaches philosophy through the Prison University Project, bringing college-level classes to inmates of San Quentin State Prison. In this powerful short talk, he tells the story of an encounter with right and wrong that quickly gets personal.",2011-03-04,230,1525439,culture,1062,0.0,1.0,English,40
1230,https://www.ted.com/talks/sunni_brown_doodlers_unite,"Doodlers, unite!","Studies show that sketching and doodling improve our comprehension -- and our creative thinking. So why do we still feel embarrassed when we're caught doodling in a meeting? Sunni Brown says: Doodlers, unite! She makes the case for unlocking your brain via pad and pen.",2011-03-03,350,1612899,culture,908,2.0,1.0,English,40
1222,https://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication,The art of wearable communication,"Artist Kate Hartman uses wearable electronics to explore how we communicate, with ourselves and with the world. In this quirky and thought-provoking talk, she shows the ""Talk to Yourself Hat"", the ""Inflatable Heart"", the ""Glacier Embracing Suit"", and other unexpected devices.",2011-03-02,545,1007688,culture,898,11.0,1.0,English,40
1238,https://www.ted.com/talks/graham_hill_less_stuff_more_happiness,"Less stuff, more happiness","Writer and designer Graham Hill asks: Can having less stuff, in less room, lead to more happiness? He makes the case for taking up less space, and lays out three rules for editing your life.",2011-03-01,349,5579148,culture,710,1.0,2.0,English,40
1257,https://www.ted.com/talks/beatrice_coron_stories_cut_from_paper,Stories cut from paper,"With scissors and paper, artist Béatrice Coron creates intricate worlds, cities and countries, heavens and hells. Striding onstage in a glorious cape cut from Tyvek, she describes her creative process and the way her stories develop from snips and slices.",2011-03-01,1095,1010279,art,885,8.0,4.0,English,40
1215,https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves,Can we make things that make themselves?,"MIT researcher Skylar Tibbits works on self-assembly -- the idea that instead of building something (a chair, a skyscraper), we can create materials that build themselves, much the way a strand of DNA zips itself together. It's a big concept at early stages; Tibbits shows us three in-the-lab projects that hint at what a self-assembling future might look like.",2011-02-24,364,1109190,technology,1084,0.0,1.0,English,40
1212,https://www.ted.com/talks/dan_ariely_beware_conflicts_of_interest,Beware conflicts of interest,"In this short talk, psychologist Dan Ariely tells two personal stories that explore scientific conflict of interest: How the pursuit of knowledge and insight can be affected, consciously or not, by shortsighted personal goals. When we're thinking about the big questions, he reminds us, let's be aware of our all-too-human brains.",2011-03-01,335,1397549,science,332,2.0,1.0,English,40
1206,https://www.ted.com/talks/philip_zimbardo_the_demise_of_guys,The demise of guys?,"(NOTE: Statements in this talk have been challenged by scientists working in this field. Please read ""Criticisms &amp; Updates"" below for more details.) Psychologist Philip Zimbardo asks, ""Why are boys struggling?"" He shares some stats (lower graduation rates, greater worries about intimacy and relationships) and suggests a few reasons -- and challenges the TED community to think about solutions.",2011-03-01,286,2541323,culture,242,3.0,2.0,English,40
1217,https://www.ted.com/talks/edward_tenner_unintended_consequences,Unintended consequences,Every new invention changes the world -- in ways both intentional and unexpected. Historian Edward Tenner tells stories that illustrate the under-appreciated gap between our ability to innovate and our ability to foresee the consequences.,2011-03-02,970,903767,technology,891,1.0,1.0,English,40
1187,https://www.ted.com/talks/nina_tandon_caring_for_engineered_tissue,Caring for engineered tissue,"Tissue engineer and TED Fellow Nina Tandon is growing artificial hearts and bones. To do that, she needs new ways of caring for artificially grown cells -- techniques she's developed by the simple but powerful method of copying their natural environments.",2011-03-02,253,570401,science,1079,0.0,0.0,English,40
1163,https://www.ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken,Building a dinosaur from a chicken,"Renowned paleontologist Jack Horner has spent his career trying to reconstruct a dinosaur. He's found fossils with extraordinarily well-preserved blood vessels and soft tissues, but never intact DNA. So, in a new approach, he's taking living descendants of the dinosaur (chickens) and genetically engineering them to reactivate ancestral traits — including teeth, tails, and even hands — to make a ""Chickenosaurus"".",2011-03-04,996,3570823,science,896,15.0,3.0,English,40
1183,https://www.ted.com/talks/matt_cutts_try_something_new_for_30_days,Try something new for 30 days,"Is there something you've always meant to do, wanted to do, but just ... haven't? Matt Cutts suggests: Try it for 30 days. This short, lighthearted talk offers a neat way to think about setting and achieving goals.",2011-03-03,207,14079678,culture,1075,4.0,1.0,English,40
1171,https://www.ted.com/talks/camille_seaman_haunting_photos_of_polar_ice,Haunting photos of polar ice,"Photographer Camille Seaman shoots icebergs, showing the world the complex beauty of these massive, ancient chunks of ice. Dive in to her photo slideshow, ""The Last Iceberg.""",2011-03-03,251,1228267,global issues,1066,0.0,1.0,English,40
1169,https://www.ted.com/talks/shea_hembrey_how_i_became_100_artists,How I became 100 artists,"How do you stage an international art show with work from 100 different artists? If you're Shea Hembrey, you invent all of the artists and artwork yourself -- from large-scale outdoor installations to tiny paintings drawn with a single-haired brush. Watch this funny, mind-bending talk to see the explosion of creativity and diversity of skills a single artist is capable of.",2011-03-03,1008,1650342,design,907,20.0,6.0,English,40
1164,https://www.ted.com/talks/janet_echelman_taking_imagination_seriously,Taking imagination seriously,"Janet Echelman found her true voice as an artist when her paints went missing -- which forced her to look to an unorthodox new art material. Now she makes billowing, flowing, building-sized sculpture with a surprisingly geeky edge. A transporting 10 minutes of pure creativity.",2011-03-03,566,2442676,technology,922,2.0,3.0,English,40
1156,https://www.ted.com/talks/robert_gupta_joshua_roman_on_violin_and_cello_passacaglia,"On violin and cello, ""Passacaglia""","It's a master class in collaboration as violinist Robert Gupta and cellist Joshua Roman perform Halvorsen's ""Passacaglia"" for violin and viola. Roman takes the viola part on his Stradivarius cello. It's powerful to watch the two musicians connect moment to moment (and recover from a mid-performance hiccup). The two are both TED Fellows, and their deep connection powers this sparkling duet.",2011-03-02,561,924817,creativity,685,0.0,2.0,English,40
1158,https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers,Making a car for blind drivers,"Using robotics, laser rangefinders, GPS and smart feedback tools, Dennis Hong is building a car for drivers who are blind. It's not a ""self-driving"" car, he's careful to note, but a car in which a non-sighted driver can determine speed, proximity and route -- and drive independently.",2011-03-04,548,978568,technology,691,3.0,3.0,English,40
1152,https://www.ted.com/talks/aaron_koblin_visualizing_ourselves_with_crowd_sourced_data,Visualizing ourselves ... with crowd-sourced data,"Artist Aaron Koblin takes vast amounts of data -- and at times vast numbers of people -- and weaves them into stunning visualizations. From elegant lines tracing airline flights to landscapes of cell phone data, from a Johnny Cash video assembled from crowd-sourced drawings to the ""Wilderness Downtown"" video that customizes for the user, his works brilliantly explore how modern technology can make us more human.",2011-03-02,1098,1817719,technology,883,4.0,2.0,English,40
1182,https://www.ted.com/talks/robert_hammond_building_a_park_in_the_sky,Building a park in the sky,"New York was planning to tear down the High Line, an abandoned elevated railroad in Manhattan, when Robert Hammond and a few friends suggested: Why not make it a park? He shares how it happened in this tale of local cultural activism.",2011-03-03,341,925216,culture,1073,0.0,1.0,English,40
1173,https://www.ted.com/talks/maya_beiser_a_cello_with_many_voices,A cello with many voices,"Cellist Maya Beiser plays a gorgeous eight-part modern etude with seven copies of herself, and segues into a meditative music/video hybrid -- using tech to create endless possibilities for transformative sound. Music is Steve Reich's ""Cello Counterpoint,"" with video from Bill Morrison, then David Lang's ""World to Come,"" with video by Irit Batsry.",2011-03-02,1209,1008399,technology,900,0.0,2.0,English,40
1160,https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object,Making sense of a visible quantum object,"Physicists are used to the idea that subatomic particles behave according to the bizarre rules of quantum mechanics, completely different to human-scale objects. In a breakthrough experiment, Aaron O'Connell has blurred that distinction by creating an object that is visible to the unaided eye, but provably in two places at the same time. In this talk he suggests an intriguing way of thinking about the result.",2011-03-02,471,1533652,science,951,1.0,2.0,English,40
1174,https://www.ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock,A future beyond traffic gridlock,"Bill Ford is a car guy -- his great-grandfather was Henry Ford, and he grew up inside the massive Ford Motor Co. So when he worries about cars' impact on the environment, and about our growing global gridlock problem, it's worth a listen. His vision for the future of mobility includes ""smart roads,"" even smarter public transport and going green like never before.",2011-03-03,1008,918006,technology,912,1.0,1.0,English,40
1180,https://www.ted.com/talks/rajesh_rao_a_rosetta_stone_for_a_lost_language,A Rosetta Stone for a lost language,"Rajesh Rao is fascinated by ""the mother of all crossword puzzles"": how to decipher the 4000-year-old Indus script. He's enlisting modern computation to try to read this lost language, the key to understanding this ancient civilization.",2011-03-02,1021,2271472,science,903,0.0,1.0,English,40
1184,https://www.ted.com/talks/nathan_myhrvold_cooking_as_never_seen_before,Cooking as never seen before,"Cookbook author (and geek) Nathan Myhrvold talks about his magisterial work, ""Modernist Cuisine"" -- and shares the secret of its cool photographic illustrations, which show cross-sections of food in the very act of being cooked.",2011-03-03,605,1643521,technology,238,2.0,2.0,English,40
1165,https://www.ted.com/talks/paul_romer_the_world_s_first_charter_city,The world's first charter city?,"Back in 2009, Paul Romer unveiled the idea for a ""charter city"" -- a new kind of city with rules that favor democracy and trade. This year, at TED2011, he tells the story of how such a city might just happen in Honduras ... with a little help from his TEDTalk.",2011-03-03,553,523095,culture,471,0.0,1.0,English,40
1175,https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing,Different ways of knowing,"Daniel Tammet has linguistic, numerical and visual synesthesia -- meaning that his perception of words, numbers and colors are woven together into a new way of perceiving and understanding the world. The author of ""Born on a Blue Day,"" Tammet shares his art and his passion for languages in this glimpse into his beautiful mind.",2011-03-03,653,2401139,culture,936,3.0,1.0,English,40
1153,https://www.ted.com/talks/bruce_aylward_how_we_ll_stop_polio_for_good,How we'll stop polio for good,"Polio is almost completely eradicated. But as Bruce Aylward says: Almost isn't good enough with a disease this terrifying. Aylward lays out the plan to continue the scientific miracle that ended polio in most of the world -- and to snuff it out everywhere, forever.",2011-03-03,1389,736032,science,928,0.0,3.0,English,40
1134,https://www.ted.com/talks/mike_matas_a_next_generation_digital_book,A next-generation digital book,"Software developer Mike Matas demos the first full-length interactive book for the iPad -- with clever, swipeable video and graphics and some very cool data visualizations to play with. The book is ""Our Choice,"" Al Gore's sequel to ""An Inconvenient Truth.""",2011-03-02,274,1779935,technology,986,1.0,3.0,English,40
1148,https://www.ted.com/talks/elliot_krane_the_mystery_of_chronic_pain,The mystery of chronic pain,"We think of pain as a symptom, but there are cases where the nervous system develops feedback loops and pain becomes a terrifying disease in itself. Starting with the story of a girl whose sprained wrist turned into a nightmare, Elliot Krane talks about the complex mystery of chronic pain, and reviews the facts we're just learning about how it works and how to treat it.",2011-03-02,494,2110252,science,993,3.0,1.0,English,40
1091,https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles,"Beware online ""filter bubbles""","As web companies strive to tailor their services (including news and search results) to our personal tastes, there's a dangerous unintended consequence: We get trapped in a ""filter bubble"" and don't get exposed to information that could challenge or broaden our worldview. Eli Pariser argues powerfully that this will ultimately prove to be bad for us and bad for democracy.",2011-03-03,544,5893579,technology,955,1.0,1.0,English,40
1121,https://www.ted.com/talks/roger_ebert_remaking_my_voice,Remaking my voice,"When film critic Roger Ebert lost his lower jaw to cancer, he lost the ability to eat and speak. But he did not lose his voice. In a moving talk from TED2011, Ebert and his wife, Chaz, with friends Dean Ornish and John Hunter, come together to tell his remarkable story.",2011-03-04,1169,1312508,culture,904,12.0,6.0,English,40
1137,https://www.ted.com/talks/carlo_ratti_architecture_that_senses_and_responds,Architecture that senses and responds,"With his team at SENSEable City Lab, MIT's Carlo Ratti makes cool things by sensing the data we create. He pulls from passive data sets -- like the calls we make, the garbage we throw away -- to create surprising visualizations of city life. And he and his team create dazzling interactive environments from moving water and flying light, powered by simple gestures caught through sensors.",2011-03-02,946,763808,technology,887,3.0,2.0,English,40
1142,https://www.ted.com/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future,"Silk, the ancient material of the future","Fiorenzo Omenetto shares 20+ astonishing new uses for silk, one of nature's most elegant materials -- in transmitting light, improving sustainability, adding strength and making medical leaps and bounds. On stage, he shows a few intriguing items made of the versatile stuff.",2011-03-03,580,818610,science,892,2.0,4.0,English,40
1127,https://www.ted.com/talks/john_hunter_teaching_with_the_world_peace_game,Teaching with the World Peace Game,"John Hunter puts all the problems of the world on a 4'x5' plywood board -- and lets his 4th-graders solve them. At TED2011, he explains how his World Peace Game engages schoolkids, and why the complex lessons it teaches -- spontaneous, and always surprising -- go further than classroom lectures can.",2011-03-04,1190,1627891,education,897,9.0,5.0,English,40
1140,https://www.ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination,The hidden beauty of pollination,"Pollination: it's vital to life on Earth, but largely unseen by the human eye. Filmmaker Louie Schwartzberg shows us the intricate world of pollen and pollinators with gorgeous high-speed images from his film ""Wings of Life,"" inspired by the vanishing of one of nature's primary pollinators, the honeybee.",2011-03-02,468,2466845,science,989,0.0,3.0,English,40
1143,https://www.ted.com/talks/ron_gutman_the_hidden_power_of_smiling,The hidden power of smiling,"Ron Gutman reviews a raft of studies about smiling, and reveals some surprising results. Did you know your smile can be a predictor of how long you'll live -- and that a simple smile has a measurable effect on your overall well-being? Prepare to flex a few facial muscles as you learn more about this evolutionarily contagious behavior.",2011-03-02,446,6075377,science,990,9.0,1.0,English,40
1126,https://www.ted.com/talks/kathryn_schulz_on_being_wrong,On being wrong,"Most of us will do anything to avoid being wrong. But what if we're wrong about that? ""Wrongologist"" Kathryn Schulz makes a compelling case for not just admitting but embracing our fallibility.",2011-03-04,1071,5211833,culture,910,14.0,3.0,English,40
1130,https://www.ted.com/talks/ric_elias_3_things_i_learned_while_my_plane_crashed,3 things I learned while my plane crashed,"Ric Elias had a front-row seat on Flight 1549, the plane that crash-landed in the Hudson River in New York in January 2009. What went through his mind as the doomed plane went down? At TED, he tells his story publicly for the first time.",2011-03-04,302,8217852,business,983,5.0,1.0,English,40
1118,https://www.ted.com/talks/david_christian_the_history_of_our_world_in_18_minutes,The history of our world in 18 minutes,"Backed by stunning illustrations, David Christian narrates a complete history of the universe, from the Big Bang to the Internet, in a riveting 18 minutes. This is ""Big History"": an enlightening, wide-angle look at complexity, life and humanity, set against our slim share of the cosmic timeline.",2011-03-04,1060,12562517,history,915,1.0,1.0,English,40
1131,https://www.ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution,Are we ready for neo-evolution?,"Medical ethicist Harvey Fineberg shows us three paths forward for the ever-evolving human species: to stop evolving completely, to evolve naturally -- or to control the next steps of human evolution, using genetic modification, to make ourselves smarter, faster, better. Neo-evolution is within our grasp. What will we do with it?",2011-03-02,1041,1131436,science,911,5.0,1.0,English,40
1122,https://www.ted.com/talks/marcin_jakubowski_open_sourced_blueprints_for_civilization,Open-sourced blueprints for civilization,"Using wikis and digital fabrication tools, TED Fellow Marcin Jakubowski is open-sourcing the blueprints for 50 farm machines, allowing anyone to build their own tractor or harvester from scratch. And that's only the first step in a project to write an instruction set for an entire self-sustaining village (starting cost: $10,000).",2011-03-01,250,1910364,technology,978,0.0,1.0,English,40
1146,https://www.ted.com/talks/ed_boyden_a_light_switch_for_neurons,A light switch for neurons,"Ed Boyden shows how, by inserting genes for light-sensitive proteins into brain cells, he can selectively activate or de-activate specific neurons with fiber-optic implants. With this unprecedented level of control, he's managed to cure mice of analogs of PTSD and certain forms of blindness. On the horizon: neural prosthetics. Session host Juan Enriquez leads a brief post-talk Q&amp;A.",2011-03-03,1104,1154078,science,890,1.0,2.0,English,40
1114,https://www.ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold,The greatest TED Talk ever sold,"With humor and persistence, filmmaker Morgan Spurlock dives into the hidden but influential world of brand marketing, on his quest to make a completely sponsored film about sponsorship. (And yes, onstage naming rights for this talk were sponsored too. By whom and for how much? He'll tell you.)",2011-03-02,1168,2556793,business,608,15.0,5.0,English,40
1144,https://www.ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web,Building a museum of museums on the web,"Imagine being able to see artwork in the greatest museums around the world without leaving your chair. Driven by his passion for art, Amit Sood tells the story of how he developed Art Project to let people do just that.",2011-03-02,335,751854,technology,991,1.0,4.0,English,40
1112,https://www.ted.com/talks/stanley_mcchrystal_listen_learn_then_lead,"Listen, learn ... then lead",Four-star general Stanley McChrystal shares what he learned about leadership over his decades in the military. How can you build a sense of shared purpose among people of many ages and skill sets? By listening and learning -- and addressing the possibility of failure.,2011-03-04,938,3322780,culture,924,4.0,1.0,English,40
1138,https://www.ted.com/talks/suzanne_lee_grow_your_own_clothes,Grow your own clothes,"Designer Suzanne Lee shares her experiments in growing a kombucha-based material that can be used like fabric or vegetable leather to make clothing. The process is fascinating, the results are beautiful (though there's still one minor drawback ...) and the potential is simply stunning.",2011-03-02,400,1626884,technology,988,1.0,2.0,English,40
1147,https://www.ted.com/talks/thomas_heatherwick_building_the_seed_cathedral,Building the Seed Cathedral,"A future more beautiful? Architect Thomas Heatherwick shows five recent projects featuring ingenious bio-inspired designs. Some are remakes of the ordinary: a bus, a bridge, a power station ... And one is an extraordinary pavilion, the Seed Cathedral, a celebration of growth and light.",2011-03-02,1012,1821489,design,948,7.0,6.0,English,40
1149,https://www.ted.com/talks/edith_widder_the_weird_wonderful_world_of_bioluminescence,"The weird, wonderful world of bioluminescence","In the deep, dark ocean, many sea creatures make their own light for hunting, mating and self-defense. Bioluminescence expert Edith Widder was one of the first to film this glimmering world. At TED2011, she brings some of her glowing friends onstage, and shows more astonishing footage of glowing undersea life.",2011-03-03,765,1607809,science,696,8.0,1.0,English,40
1141,https://www.ted.com/talks/paul_nicklen_animal_tales_from_icy_wonderlands,Animal tales from icy wonderlands,"Diving under the Antarctic ice to get close to the much-feared leopard seal, photographer Paul Nicklen found an extraordinary new friend. Share his hilarious, passionate stories of the polar wonderlands, illustrated by glorious images of the animals who live on and under the ice.",2011-03-02,1075,2548743,culture,902,12.0,6.0,English,40
1085,https://www.ted.com/talks/jr_my_wish_use_art_to_turn_the_world_inside_out,My wish: Use art to turn the world inside out,"French street artist JR uses his camera to show the world its true face, by pasting photos of the human face across massive canvases. At TED2011, he makes his audacious TED Prize wish: to use art to turn the world inside out.",2011-03-02,1449,3371515,art,913,8.0,8.0,English,40
1092,https://www.ted.com/talks/deb_roy_the_birth_of_a_word,The birth of a word,"MIT researcher Deb Roy wanted to understand how his infant son learned language -- so he wired up his house with videocameras to catch every moment (with exceptions) of his son's life, then parsed 90,000 hours of home video to watch ""gaaaa"" slowly turn into ""water."" Astonishing, data-rich research with deep implications for how we learn.",2011-03-04,1192,2991826,brain,889,2.0,3.0,English,40
1095,https://www.ted.com/talks/janna_levin_the_sound_the_universe_makes,The sound the universe makes,"We think of space as a silent place. But physicist Janna Levin says the universe has a soundtrack -- a sonic composition that records some of the most dramatic events in outer space. (Black holes, for instance, bang on spacetime like a drum.) An accessible and mind-expanding soundwalk through the universe.",2011-03-01,1063,1333911,science,947,2.0,1.0,English,40
1087,https://www.ted.com/talks/bill_gates_how_state_budgets_are_breaking_us_schools,How state budgets are breaking US schools,"America's school systems are funded by the 50 states. In this fiery talk, Bill Gates says that state budgets are riddled with accounting tricks that disguise the true cost of health care and pensions and weighted with worsening deficits -- with the financing of education at the losing end.",2011-03-03,616,2114907,education,339,1.0,1.0,English,40
1084,https://www.ted.com/talks/wadah_khanfar_a_historic_moment_in_the_arab_world,A historic moment in the Arab world,"As a democratic revolution led by tech-empowered young people sweeps the Arab world, Wadah Khanfar, the head of Al Jazeera, shares a profoundly optimistic view of what's happening in Egypt, Tunisia, Libya and beyond -- at this powerful moment when people realized they could step out of their houses and ask for change.",2011-03-02,1032,993479,technology,956,0.0,4.0,English,40
